"","date","tradevalMTUM","tradevalQUAL","tradevalVLUE","tradevalSIZE","tradevalUSMV","tradevalSPY"
"918",2018-04-30,52656817.63,14117528.22,11392099.58,418569.61,114298638.09,21842410018.85
"919",2018-05-01,92494159.17,43337570.69,34359597.61,2944651.26,72523982.97,19558720476.06
"920",2018-05-02,66057785.49,26827141.61,21804073.7,333619.61,53870414.88,22812316863.6
"921",2018-05-03,128359851.65,32500949.12,44411646.56,13357165.7,80477523.87,35612135869.92
"922",2018-05-04,65081464.73,8497202.28,13601573.09,195516.24,46343696.64,24171578445.33
"923",2018-05-07,84672524.82,17399654.67,23137321.54,154834.58,50803942.01,14773105823.48
"924",2018-05-09,67497860.43,19978694.32,10020663.86,415231.01,56827106.48,16029806276.26
"925",2018-05-10,122122936.64,46026947.33,42047642.11,101785447.11,204311140.05,19563866984.41
"926",2018-05-11,59189347.83,54427540.7,9840145.39,1069648.98,95142431.34,16311167184.58
"927",2018-05-14,63916558.7,23454823.43,13832464.77,421972.05,88569524.55,14963358769.41
"928",2018-05-15,496678484.02,167084562.45,23056061.67,184384.46,89946805.23,23559730449.13
"929",2018-05-16,109121398.41,62006320.53,15191435.34,126146.16,59974044.2,14670375426.53
"930",2018-05-18,48385843.5,23799072.03,10829570.16,117231.11,45789076.11,17477037349.18
"931",2018-05-21,69686814.05,28849970.19,20376429.52,44005.05,64722073.99,15855173678.87
"932",2018-05-22,265680017.07,16950666.65,17677030.1,104711.97,56773454.74,14474257911.94
"933",2018-05-23,80670356.27,17512084.94,10528616.76,207382.65,51598155.67,17601460696.73
"934",2018-05-24,61523321.05,24861450.24,22866889.82,244785.2,77593363.52,20702683617.65
"935",2018-05-25,75614704.77,21289089.22,22988960.64,96262.36,63621275.42,15344411792.09
"936",2018-05-29,81689887.27,17283884.41,25228651.03,197616.6,77853086.49,31182341395.78
"937",2018-05-30,61215134.71,15523570.96,15532186.6,261188.68,137080112.61,18952754131.19
"938",2018-05-31,74578887.92,15721931.02,24952548.16,128710.8,64754460.9,25360942596.09
"939",2018-06-01,78121397.48,24740466.61,37574013.65,419697.59,58218663.55,19469525474.12
"940",2018-06-04,50868963.45,16650010.46,9698710.2,4465086.18,75832807.85,12471429658.7
"941",2018-06-05,100711832.15,20364161.89,11940876.7,319240.98,60666733.87,14061492171.22
"942",2018-06-06,68352991.97,16856750.95,45949911.39,95451.37,94328131.43,17338796666.38
"943",2018-06-07,115886780.08,36044150.49,30690772.53,193876.99,56027996.7,20229837658.07
"944",2018-06-08,114516919.79,20719236.32,15897305.97,234438.24,88206446.59,20021632578.78
"945",2018-06-11,56798205.61,12366764.63,16682163.26,89754.74,123132353.7,16421001076.41
"946",2018-06-12,164549825.45,72857084.52,66347250.1,8809892.53,116113711.21,20164404807.98
"947",2018-06-13,162976012.55,14892408.2,18206936.35,340721.47,67985136.33,22036481731.93
"948",2018-06-14,82857098.6,21329051.08,22688530.83,2331504.88,61291444.3,21485025135.36
"949",2018-06-15,74942200.25,18681469.49,22311310.51,92332.33,78019781.84,33195878451.76
"950",2018-06-18,83256142.99,14121051.06,12871182.67,181886.58,51287297.23,14607722284.09
"951",2018-06-19,82271578.58,93561520.06,55900217.6,40530497.39,149523895.73,26788563879.81
"952",2018-06-20,55258856.38,53169372.4,17720632.11,166500.29,54145821.37,14851975896.8
"953",2018-06-21,57361563.99,45465466.48,12603122.06,324908.19,61475410.88,19507800147.4
"954",2018-06-22,120453230.56,38911714.01,8965774.2,98932.36,93061552.4,15577041661.65
"955",2018-06-25,142280057.33,56426475.31,31041836.18,89846.39,96840236.75,37332264519.53
"956",2018-06-26,290058121.62,31205463.24,35408981.48,154387.11,128155985.08,18660609043.5
"957",2018-06-27,107727337.76,29170715.8,26953984.36,289887.17,116445604.03,28454712550.86
"958",2018-06-28,91824065.85,107337011.03,24442494.42,234193.63,78810766.13,20691711787.56
"959",2018-06-29,162349946.01,21399091.11,15714126.41,208577.15,76811180,26580100868.01
"960",2018-07-02,135783385.41,34813230.79,44977570.28,75791.64,87951137.73,17191536178.48
"961",2018-07-03,87737813.79,9123928.38,6589007.21,164163.68,58481263.68,11466668054.92
"962",2018-07-05,153819399.28,20183259.97,13775174.15,980846.14,60202522.08,15499771976.77
"963",2018-07-06,70473227.82,24072690.54,15381250.3,138150.09,47006435.08,18281514859.57
"964",2018-07-09,68239595.74,28600385.31,14814772.98,6058920.06,47003183.33,14020392973.74
"965",2018-07-10,326971644.25,11852649.6,41098769.88,1647699.2,61081311.74,14478774646.48
"966",2018-07-11,105556862.11,21165478.11,18179778.61,128022.56,52874683.17,21357845235.95
"967",2018-07-12,115362766.34,106841216.95,43914878.98,6702257.33,162924526.79,16762077374.29
"968",2018-07-16,69897584.32,13372977.3,9639633.49,196645.42,66480421.99,13461715794.44
"969",2018-07-17,72555478.72,10682073.93,13730229.43,189050.35,41393128.08,14649770881.24
"970",2018-07-19,62092091.83,22431878.17,13973224.3,533127.71,233772839.56,17201209531.49
"971",2018-07-20,73674112.99,22418456.06,8497746.82,420780.01,40195398.44,23055069181.26
"972",2018-07-23,63018837.22,16319857.07,8639586.02,469252.58,41162773.32,13166733987.37
"973",2018-07-24,67075533.12,31342399.77,12713038.19,205440.52,230674255.23,19156608024.35
"974",2018-07-25,70350417.42,34821137.75,20641484.05,435435.73,51755171.87,22300481446.33
"975",2018-07-26,55152029.54,26096512.92,14133672.79,126467.55,50227032.4,16417015818.14
"976",2018-07-27,102810975.72,25361137.58,18789832.24,257315.3,38839990.06,21626121624.22
"977",2018-07-30,208560980.53,27700835.73,19243497.82,248331.01,61680375.45,17859535566.42
"978",2018-07-31,112386682.12,22642084.45,47036162.59,720733.02,54437488.87,19280400733.73
"979",2018-08-01,104769166.19,56647133.32,29366976.61,13852471.75,133714635.84,15136825328.76
"980",2018-08-02,93605469.21,21668142.05,13075915.47,901427.32,72859108.4,17844401825.42
"981",2018-08-03,53840668.95,18098830.7,10475968.39,417053.48,46931104.27,15269953429.52
"982",2018-08-06,92807451.43,22395229.33,11854784.94,434052.5,67076273.32,11204307029.62
"983",2018-08-07,88086049.94,14361508.33,48660832.5,525503.8,70918762.75,12339254759.59
"984",2018-08-09,37249522.56,12412574.99,24487624.22,283819.69,57524929.24,10196612996.9
"985",2018-08-10,44273775.79,33961256.67,36406879.95,359892.05,52726560.86,21829363725.74
"986",2018-08-13,69817128.84,48638066.77,39038406.93,114131.99,89547470.11,18582864674.26
"987",2018-08-14,51266897.12,14162585.57,22002087.83,174124.39,75082338.2,12434639749.21
"988",2018-08-15,84399752.39,19880190.69,18450372.19,130825.58,72288465.06,28931621720.95
"989",2018-08-16,42918302.44,14160840.94,9780168.58,328376.29,55965106.64,19879399054.05
"990",2018-08-17,99989512.95,12714757.5,15009044.67,292495.84,62019208.75,18672096979.84
"991",2018-08-20,194789678.76,19715106.14,11338852.88,131766.17,55578771.3,11368402287.13
"992",2018-08-21,70399144.64,16600410.89,15899705.64,638321.05,378072728.71,19283147227.37
"993",2018-08-23,55903998.55,22488066.07,12685900.36,196211.04,115052343.42,14071739832.44
"994",2018-08-24,65362122.42,28803710.48,19836919.35,277465.95,48377030.1,16508977437.95
"995",2018-08-27,67857671.77,153813407.1,16969556.05,1307804.14,52158700.48,16520489794.66
"996",2018-08-29,92974705.3,38179066.31,11997707.78,399005.4,55722990.98,17901401031.16
"997",2018-08-30,122160274.26,35790253.18,31203586.2,230069.96,47242371.32,17790727290.82
"998",2018-09-04,109274699.79,58051213.13,29576866.54,14861024.97,120736890.04,16668568903.56
"999",2018-09-06,110095813.6,15409011.16,153423147.8,120610.71,65885308.9,18980870050.74
"1000",2018-09-07,66566849.49,14778181.79,21130422.71,356046.06,60756079.11,21140146422.56
"1001",2018-09-10,63344821.18,15937217.26,12347468.44,263924.47,126126736.2,14469509437.29
"1002",2018-09-11,74700568.97,21489781.49,15008555.37,203446.1,122841894.55,14587525249.57
"1003",2018-09-12,233545027.97,43586512.23,18586133.49,1293830.05,188386213.18,17283464558.03
"1004",2018-09-13,96326470.64,71825221.11,22080804.95,835640.43,237188991.14,14828183202.51
"1005",2018-09-14,64377676.13,74777613.74,29439834.76,278212.2,103259499.91,16013499568.66
"1006",2018-09-17,82850863.16,18075053.59,8536513.05,142791.2,69291451.74,19775519789.9
"1007",2018-09-18,61689336.95,29136063.83,77089852.72,131238.42,71410439.42,18012509782.74
"1008",2018-09-19,53583699.83,33867519.55,31630704.82,1964614.7,76484137,14293900270.35
"1009",2018-09-20,90679409.48,29098838.44,54363081,596465.75,69753454.09,29415810721.28
"1010",2018-09-21,62924341.02,96456634.78,118116373.52,119928.16,61823838.77,30847350406.45
"1011",2018-09-24,87160602.7,19086882.29,36351513.74,308797.14,63310648.62,15539454602.81
"1012",2018-09-25,68522041.46,22282887.02,16775203.78,341617.87,63931368.56,12909635397.03
"1013",2018-09-26,65693105.31,29609886.26,17631588.18,450195.46,112997215.23,23184013743.39
"1014",2018-09-27,56414288.29,36138904.35,13639923.15,314674.8,60635445.92,17238614475.38
"1015",2018-09-28,207406554.9,62859648.77,17160301.7,435978.33,63190842.78,20365043640.97
"1016",2018-10-01,137979463.91,39099387.04,44958424.75,14044977.52,88247318.35,18125899219.22
"1017",2018-10-02,349938534.19,192878675.68,16832081.82,467670.75,332614645.65,13785069005.53
"1018",2018-10-03,132525103.37,52277157.91,16902032.54,248014.36,102877097.35,18906310821.78
"1019",2018-10-04,144969925.56,39669598.24,23611368.78,191164.83,92438071.44,32246522568.28
